Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2007-09-16,15:35,"Phuket, Thailand",One-Two-Go Airlines,269,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,49183/1129,130,123,7,90,85,5,0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal.",2007
2007-09-24,13:00,"Malemba Nkulu, DR Congo",Karibu Airways,,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL, 81 06 17,6,5,1,1,0,1,0,Crashed while attempting to land and came to rest in a cemetery.,2007
2007-10-04,10:40,"Kinshasa, DR Congo",Africa One Congo,,Kinshasa - Tshikapa,Antonov AN-26,9Q-COS,47302001,22,17,5,21,17,4,30,While attempting to take off the No. 2 engine failed. The cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport. The plane's mechanic was the only survivor aboard the plane.,2007
2007-10-08,15:30,"Near Cubarral, Colombia",Nacional de Aviacion,,Villavicencio - Uribe,Let 410 UVP-E10A,HK-4055,902521,17,15,2,17,15,2,0,Disappeared while en route.,2007
2007-11-08,08:00,"Khartoum, Sudan",Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4,0,4,0,0,0,2,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground.",2007
2007-11-30,01:36,"Near Isparta, Turkey",Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,50,7,57,50,7,0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred.",2007
2007-12-03,17:18,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,4,3,1,4,3,1,0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system.",2007
2007-12-05,06:48,"Columbus, Ohio",Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2,1,1,2,1,1,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",2007
2008-01-04,09:48,"Los Roques, Venezuela",Transaven,,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18,16,2,18,16,2,0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.,2008
2008-01-12,,"Blace, Macedonia",Military - Macedonian Air Force,,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,VAM-304,223M98,11,10,1,11,10,1,0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.,2008
2008-01-17,12:43,"London, England",British Airways,38,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,136,16,0,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again.",2008
2008-01-23,19:00,"Miroslawiec, Poland",Military - Polish Air Force,,Warsaw - Miroslawiec,CASA C-295M,019,S-043,20,16,4,20,16,4,0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.",2008
2008-01-26,09:35,"Near Malinau, Indonesia",Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3,0,3,3,0,3,0,The cargo plane crashed while en route.,2008
2008-02-21,17:00,"Merida, Venezuela",Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,028,46,43,3,46,43,3,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off from Merida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location.",2008
2008-02-26,16:16,"Off Macae , Rio de Janeiro , Argentina",BHS - Brazilian Helicopter Service Air Taxi,,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20,17,3,5,4,1,0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea.",2008
2008-03-03,16:00,"Near Bethani, Nepal",United Nations Mission,,,Mi-17,,,10,7,3,10,7,3,0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames.",2008
2008-04-03,11:00,"Lawa, Suriname",Blue Wing Airlines,,Paramaribo - Lawa,Antonov An-28,PZ-TSO,1AJ007-17,19,17,2,19,17,2,0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.,2008
2008-04-09,23:27,"Bundeena, Australia",Avtex Air Services,,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1,0,1,1,0,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,2008
2008-04-11,22:15,"Chrisinau, Moldova",Kata Transportation,,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,ST-AZL,3009,8,0,8,8,0,8,0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed",2008
2008-04-15,14:30,"Goma, Congo",Hewa Bora Airways,,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,9Q-CHN,47731,85,79,6,0,0,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market.",2008
2008-04-16,14:23,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,,Bata - Annobon Island,Antonov An-32B,3C-5GE,1609,13,8,5,13,8,5,0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.,2008
2008-04-28,09:38,"Off Crimea, Black Sea",Naftogaz,,,Mil Mi-8T,UR-24275,98734295,20,18,2,20,18,2,0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.,2008
2008-05-17,16:30,"Stehekin, Washington",Chelan Air Service,,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,5,4,1,2,2,0,0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,2008
2008-05-24,09:30,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,,Long Beach - Two Harbors,Eurocopter AS350D Astar,N67GE,1604,6,5,1,4,3,1,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.,2008
2008-05-26,18:15,"Near Chelyabinsk, Russia",Moskovia Airlines,GAI-9675,Chelyabinsk - Perm,Antonov An-12,RA-12957,8345508,9,0,9,9,0,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.",2008
2008-05-29,14:13,"Panama City, Panama",Military - Servicio Aereo Nacional,,Tocumen - Colon,Bell UN-1N Huey,SAN-100,,12,9,3,11,9,2,0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building.",2008
2008-05-30,09:40,"Tegucigalpa, Honduras",TACA International Airlines,390,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,EI-TAF,1374,136,131,5,3,2,1,2,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma.",2008
2008-06-08,07:45,"Huntsville, Texas",PHI Air Medical,,Huntsville-Houston,Bell 407,N416PH,53276,4,1,3,4,1,3,0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog.",2008
2008-06-10,20:45,"Khartoum, Sudan",Sudan Airways,548,Aman - Damascus - Khartoum,Airbus A-310-324,ST-ATN,548,214,203,11,32,31,1,0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum. The accident was due to a long flaring distance (900 meters from R/W threshold) on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions. The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway.",2008
